country,admin1,admin2,admin3,filename
Kenya,West Pokot,unknown 3,unknown 3,cycles-1.54167-35.12500.soil_weather.zip
Kenya,Samburu,Samburu North,Nachola,cycles-1.45833-36.37500.soil_weather.zip
Kenya,Kisumu,Kisumu West,North West Kisumu,cycles--0.04167-34.62500.soil_weather.zip
Kenya,West Pokot,Kacheliba,Suam,cycles-1.54167-34.95833.soil_weather.zip
Kenya,West Pokot,Pokot South,Chepareria,cycles-1.45833-35.29167.soil_weather.zip
Kenya,Mandera,Mandera South,Shimbir Fatuma,cycles-3.04167-41.04167.soil_weather.zip
Kenya,Kitui,Kitui Central,Kyangwithya West,cycles--1.37500-37.95833.soil_weather.zip
Kenya,Nyandarua,Ol Kalou,Rurii,cycles--0.20833-36.37500.soil_weather.zip
Kenya,Meru,Central Imenti,Abothuguchi West,cycles--0.04167-37.87500.soil_weather.zip
Kenya,Nyandarua,Ol Kalou,Mirangine,cycles--0.12500-36.20833.soil_weather.zip
Kenya,Meru,South Imenti,Mitunguu,cycles--0.12500-37.79167.soil_weather.zip
Kenya,Kericho,Kipkelion East,Tendeno/Sorget,cycles--0.04167-35.62500.soil_weather.zip
Kenya,Nakuru,Bahati,Kabatini,cycles--0.20833-36.12500.soil_weather.zip
Kenya,Nyeri,Kieni,Mwiyogo/Endarasha,cycles--0.29167-36.87500.soil_weather.zip
Kenya,Kericho,Kipkelion East,Chepseon,cycles--0.20833-35.45833.soil_weather.zip
Kenya,Kericho,Ainamoi,Kipchebor,cycles--0.37500-35.29167.soil_weather.zip
Kenya,Homa Bay,Kasipul,Central Kasipul,cycles--0.45833-34.70833.soil_weather.zip
Kenya,Kajiado,Kajiado East,Oloosirkon/Sholinke,cycles--1.54167-36.79167.soil_weather.zip
Kenya,Narok,Narok West,Naikarra,cycles--1.70833-35.29167.soil_weather.zip
Kenya,Lamu,Lamu East,Basuba,cycles--1.95833-41.12500.soil_weather.zip
Kenya,Kitui,Kitui South,Kanziko,cycles--2.20833-38.62500.soil_weather.zip
Kenya,Murang'a,Maragwa,Kambiti,cycles--0.79167-37.20833.soil_weather.zip
Kenya,Kitui,Mwingi Central,Kivou,cycles--0.87500-38.12500.soil_weather.zip
Kenya,Machakos,Machakos Town,Mua,cycles--1.37500-37.20833.soil_weather.zip
Kenya,Machakos,Kangundo,Kangundo East,cycles--1.37500-37.37500.soil_weather.zip
Kenya,Kilifi,Rabai,Mwawesa,cycles--3.95833-39.62500.soil_weather.zip
Kenya,Kilifi,Kaloleni,Mariakani,cycles--3.87500-39.54167.soil_weather.zip
Kenya,Busia,Butula,Marachi North,cycles-0.37500-34.37500.soil_weather.zip
Kenya,Baringo,Baringo Central,Sacho,cycles-0.37500-35.70833.soil_weather.zip
Kenya,Wajir,Wajir North,Batalu,cycles-2.79167-39.70833.soil_weather.zip
Kenya,Homa Bay,Kabondo Kasipul,Kokwanyo/Kakelo,cycles--0.45833-34.79167.soil_weather.zip
Kenya,Kakamega,Shinyalu,Isukha Central,cycles-0.20833-34.87500.soil_weather.zip
Kenya,Tana River,Bura,Hirimani,cycles--0.79167-39.20833.soil_weather.zip
Kenya,Narok,Kilgoris,Kilgoris Central,cycles--1.12500-34.87500.soil_weather.zip
Kenya,Uasin Gishu,Moiben,Moiben,cycles-0.70833-35.37500.soil_weather.zip
Kenya,Meru,Tigania West,Akithii,cycles-0.20833-37.70833.soil_weather.zip
Kenya,Narok,Kilgoris,Kimintet,cycles--1.20833-34.87500.soil_weather.zip
Kenya,Elgeyo-Marakwet,Keiyo South,Kabiemit,cycles-0.29167-35.54167.soil_weather.zip
Kenya,Meru,Tigania East,Muthara,cycles-0.29167-37.79167.soil_weather.zip
Kenya,Isiolo,Isiolo South,Garbatulla,cycles-0.45833-38.45833.soil_weather.zip
Kenya,Nairobi,Dagoretti South,Waithaka,cycles--1.29167-36.70833.soil_weather.zip
Kenya,Samburu,Samburu West,Suguta Marmar,cycles-0.87500-36.54167.soil_weather.zip
Kenya,Nairobi,Embakasi East,Embakasi,cycles--1.29167-36.95833.soil_weather.zip
Kenya,Samburu,Samburu North,Baawa,cycles-1.29167-36.79167.soil_weather.zip
Kenya,Migori,Kuria East,Ntimaru West,cycles--1.37500-34.70833.soil_weather.zip
Kenya,Mandera,Banissa,Malkamari,cycles-4.04167-40.45833.soil_weather.zip
Kenya,Makueni,Kibwezi West,Kikumbulyu North,cycles--2.20833-37.95833.soil_weather.zip
Kenya,Vihiga,Luanda,Emabungo,cycles-0.04167-34.62500.soil_weather.zip
Kenya,Siaya,Alego Usonga,West Alego,cycles-0.12500-34.20833.soil_weather.zip
Kenya,Meru,Buuri,Kibirichia,cycles-0.12500-37.54167.soil_weather.zip
Kenya,Laikipia,Laikipia North,Umande,cycles-0.29167-37.12500.soil_weather.zip
Kenya,Kisumu,Nyakach,South West Nyakach,cycles--0.37500-34.87500.soil_weather.zip
Kenya,Elgeyo-Marakwet,Marakwet West,Arror,cycles-0.95833-35.62500.soil_weather.zip
Kenya,Kilifi,Magarini,Gongoni,cycles--2.95833-40.12500.soil_weather.zip
Kenya,Isiolo,Isiolo North,Ngare Mara,cycles-0.79167-38.04167.soil_weather.zip
Kenya,Baringo,Baringo North,Barwessa,cycles-0.87500-35.70833.soil_weather.zip
Kenya,Elgeyo-Marakwet,Marakwet West,Cherang'Any/Chebororwa,cycles-0.95833-35.37500.soil_weather.zip
Kenya,West Pokot,Kacheliba,Kodich,cycles-1.62500-35.04167.soil_weather.zip
Kenya,Siaya,Bondo,Yimbo East,cycles--0.04167-34.20833.soil_weather.zip
Kenya,Kisumu,Nyakach,Central Nyakach,cycles--0.29167-34.87500.soil_weather.zip
Kenya,Tharaka-Nithi,Maara,Mitheru,cycles--0.29167-37.62500.soil_weather.zip
Kenya,Mandera,unknown 1,unknown 1,cycles-3.12500-40.62500.soil_weather.zip
Kenya,Kisii,Bonchari,Bomariba,cycles--0.62500-34.70833.soil_weather.zip
Kenya,Narok,Narok South,Sagamian,cycles--0.79167-35.54167.soil_weather.zip
Kenya,Kiambu,Limuru,Ndeiya,cycles--1.20833-36.54167.soil_weather.zip
Kenya,Machakos,Matungulu,Matungulu North,cycles--1.20833-37.29167.soil_weather.zip
Kenya,Meru,Tigania East,Thangatha,cycles-0.12500-37.87500.soil_weather.zip
Kenya,Uasin Gishu,Kesses,Tulwet/Chuiyat,cycles-0.29167-35.29167.soil_weather.zip
Kenya,Garissa,Fafi,Jarajila,cycles--0.12500-40.54167.soil_weather.zip
Kenya,Uasin Gishu,Ainabkoi,Kaptagat,cycles-0.45833-35.45833.soil_weather.zip
Kenya,Meru,Tigania East,Karama,cycles-0.45833-37.70833.soil_weather.zip
Kenya,Kitui,Kitui South,Mutomo,cycles--1.87500-38.20833.soil_weather.zip
Kenya,Tana River,Garsen,Garsen Central,cycles--2.29167-40.20833.soil_weather.zip
Kenya,Kitui,Mwingi North,Tseikuru,cycles--0.20833-38.37500.soil_weather.zip
Kenya,Makueni,Kibwezi East,Ivingoni/Nzambani,cycles--2.70833-38.04167.soil_weather.zip
Kenya,West Pokot,Kapenguria,Sook,cycles-1.62500-35.29167.soil_weather.zip
Kenya,Kisumu,Nyakach,South East Nyakach,cycles--0.37500-34.95833.soil_weather.zip
Kenya,Homa Bay,Ndhiwa,Kanyamwa Kologi,cycles--0.62500-34.37500.soil_weather.zip
Kenya,Tana River,Garsen,Kipini East,cycles--2.45833-40.45833.soil_weather.zip
Kenya,Taita Taveta,Taveta,Mboghoni,cycles--3.45833-37.62500.soil_weather.zip
Kenya,Garissa,Lagdera,Goreale,cycles-0.04167-39.45833.soil_weather.zip
Kenya,Siaya,Alego Usonga,North Alego,cycles-0.12500-34.29167.soil_weather.zip
Kenya,Siaya,Gem,North Gem,cycles-0.12500-34.37500.soil_weather.zip
Kenya,Siaya,Gem,Yala Township,cycles-0.12500-34.54167.soil_weather.zip
Kenya,Meru,Igembe South,Akachiu,cycles-0.12500-37.95833.soil_weather.zip
Kenya,Garissa,Balambala,Jara Jara,cycles-0.29167-38.87500.soil_weather.zip
Kenya,Tharaka-Nithi,Maara,Muthambi,cycles--0.29167-37.70833.soil_weather.zip
Kenya,Nandi,Mosop,Kabiyet,cycles-0.45833-35.04167.soil_weather.zip
Kenya,Nakuru,Molo,Mariashoni,cycles--0.45833-35.79167.soil_weather.zip
Kenya,Isiolo,Isiolo South,Kinna,cycles-0.79167-38.12500.soil_weather.zip
Kenya,Nyandarua,Kinangop,Njabini\Kiburu,cycles--0.70833-36.62500.soil_weather.zip
Kenya,Kitui,Mwingi West,Nguutani,cycles--1.04167-37.87500.soil_weather.zip
Kenya,Machakos,Yatta,Matuu,cycles--1.12500-37.54167.soil_weather.zip
Kenya,Nyandarua,Ndaragwa,Central,cycles--0.04167-36.45833.soil_weather.zip
Kenya,Kericho,Sigowet/Soin,Soliat,cycles--0.29167-35.12500.soil_weather.zip
Kenya,Wajir,Eldas,Eldas,cycles-2.29167-39.45833.soil_weather.zip
Kenya,Nakuru,Kuresoi South,Kiptagich,cycles--0.62500-35.62500.soil_weather.zip
Kenya,Kitui,Kitui East,Mutito/Kaliku,cycles--1.20833-38.20833.soil_weather.zip
Kenya,Turkana,Loima,Turkwel,cycles-3.12500-35.04167.soil_weather.zip
Kenya,Narok,Narok South,Loita,cycles--1.70833-35.79167.soil_weather.zip
Kenya,Kirinyaga,Mwea,Mutithi,cycles--0.70833-37.29167.soil_weather.zip
Kenya,Marsabit,Moyale,Butiye,cycles-3.45833-39.04167.soil_weather.zip
Kenya,Homa Bay,Ndhiwa,Kanyikela,cycles--0.79167-34.37500.soil_weather.zip
Kenya,Tharaka-Nithi,Tharaka,Chiakariga,cycles--0.29167-37.87500.soil_weather.zip
Kenya,Taita Taveta,Wundanyi,Wumingu/Kishushe,cycles--3.29167-38.20833.soil_weather.zip
Kenya,Nyandarua,Ndaragwa,Shamata,cycles--0.12500-36.54167.soil_weather.zip
Kenya,Bungoma,Kimilili,Kamukuywa,cycles-0.79167-34.79167.soil_weather.zip
Kenya,Siaya,Gem,West Gem,cycles-0.04167-34.37500.soil_weather.zip
Kenya,Wajir,Wajir South,Diif,cycles-0.87500-40.79167.soil_weather.zip
Kenya,Trans Nzoia,unknown 4,unknown 4,cycles-1.12500-34.95833.soil_weather.zip
Kenya,Busia,Teso North,Ang'Urai South,cycles-0.70833-34.37500.soil_weather.zip
Kenya,Marsabit,Laisamis,Logo Logo,cycles-2.12500-38.12500.soil_weather.zip
Kenya,Marsabit,Moyale,Uran,cycles-2.29167-38.87500.soil_weather.zip
Kenya,Nyeri,Nyeri Town,Ruring'U,cycles--0.45833-36.95833.soil_weather.zip
Kenya,Kitui,Kitui Rural,Kisasi,cycles--1.54167-38.04167.soil_weather.zip
Kenya,Embu,Mbeere North,Muminji,cycles--0.62500-37.87500.soil_weather.zip
Kenya,Narok,Emurua Dikirr,Kapsasian,cycles--0.95833-35.12500.soil_weather.zip
Kenya,Wajir,Wajir South,Habasswein,cycles-0.54167-40.12500.soil_weather.zip
Kenya,Nyandarua,Ol Jorok,Gatimu,cycles--0.04167-36.37500.soil_weather.zip
Kenya,Kericho,Kipkelion East,Kedowa/Kimugul,cycles--0.20833-35.54167.soil_weather.zip
Kenya,Isiolo,Isiolo North,Burat,cycles-0.37500-37.54167.soil_weather.zip
Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Igambang'Ombe,cycles--0.37500-37.79167.soil_weather.zip
Kenya,Nyeri,Tetu,Dedan Kimanthi,cycles--0.45833-36.79167.soil_weather.zip
Kenya,Narok,Narok West,Mara,cycles--1.04167-35.37500.soil_weather.zip
Kenya,Kajiado,Kajiado East,Kenyawa-Poka,cycles--2.37500-37.45833.soil_weather.zip
Kenya,Siaya,Gem,South Gem,cycles--0.04167-34.37500.soil_weather.zip
Kenya,Makueni,Kibwezi East,Thange,cycles--2.54167-37.95833.soil_weather.zip
Kenya,Tharaka-Nithi,Maara,Chogoria,cycles--0.20833-37.45833.soil_weather.zip
Kenya,Nyandarua,Ol Kalou,Kanjuiri Range,cycles--0.29167-36.29167.soil_weather.zip
Kenya,Kajiado,Kajiado West,Mosiro,cycles--1.54167-36.20833.soil_weather.zip
Kenya,Homa Bay,Rangwe,West Gem,cycles--0.62500-34.62500.soil_weather.zip
Kenya,Kajiado,Kajiado East,Imaroro,cycles--1.95833-37.04167.soil_weather.zip
Kenya,Narok,Emurua Dikirr,Mogondo,cycles--1.04167-35.04167.soil_weather.zip
Kenya,Makueni,Makueni,Nzaui/Kilili/Kalamba,cycles--1.95833-37.54167.soil_weather.zip
Kenya,Taita Taveta,Mwatate,Bura,cycles--3.62500-38.20833.soil_weather.zip
Kenya,Lamu,Lamu West,Mkunumbi,cycles--1.95833-40.54167.soil_weather.zip
Kenya,Kilifi,Kaloleni,Kayafungo,cycles--3.70833-39.37500.soil_weather.zip
Kenya,Busia,Butula,Elugulu,cycles-0.37500-34.29167.soil_weather.zip
Kenya,Kwale,Kinango,Mackinnon Road,cycles--3.95833-38.95833.soil_weather.zip
Kenya,Baringo,Eldama Ravine,Mumberes/Maji Mazuri,cycles-0.04167-35.70833.soil_weather.zip
Kenya,Bungoma,Tongaren,Tongaren,cycles-0.79167-34.95833.soil_weather.zip
Kenya,Uasin Gishu,Kapseret,Simat/Kapseret,cycles-0.45833-35.20833.soil_weather.zip
Kenya,Kakamega,Navakholo,Bunyala West,cycles-0.37500-34.62500.soil_weather.zip
Kenya,Trans Nzoia,Endebess,Endebess,cycles-1.04167-34.87500.soil_weather.zip
Kenya,Samburu,Samburu North,Nyiro,cycles-2.04167-36.87500.soil_weather.zip
Kenya,Meru,Buuri,Ruiri/Rwarera,cycles-0.20833-37.62500.soil_weather.zip
Kenya,West Pokot,Kapenguria,Lokori/Kochodin,cycles-1.29167-34.87500.soil_weather.zip
Kenya,Bungoma,Likuyani,Kongoni,cycles-0.79167-35.12500.soil_weather.zip
Kenya,Meru,Central Imenti,Abothuguchi Central,cycles--0.04167-37.79167.soil_weather.zip
Kenya,Wajir,Wajir North,Bute,cycles-3.12500-39.45833.soil_weather.zip
Kenya,Turkana,Turkana West,Songot,cycles-4.37500-34.54167.soil_weather.zip
Kenya,Wajir,Tarbaj,Tarbaj,cycles-2.04167-40.29167.soil_weather.zip
Kenya,Nyandarua,Ol Jorok,Charagita,cycles--0.20833-36.29167.soil_weather.zip
Kenya,Nyeri,Kieni,Thegu River,cycles--0.29167-37.04167.soil_weather.zip
Kenya,Nyeri,Kieni,Gakawa,cycles--0.04167-37.04167.soil_weather.zip
Kenya,Kisii,Bobasi,Bobasi Boitangare,cycles--0.79167-34.79167.soil_weather.zip
Kenya,Homa Bay,Karachuonyo,Kanyaluo,cycles--0.45833-34.62500.soil_weather.zip
Kenya,Tana River,Galole,Wayu,cycles--1.54167-39.70833.soil_weather.zip
Kenya,Bomet,Konoin,Kimulot,cycles--0.54167-35.29167.soil_weather.zip
Kenya,Homa Bay,Ndhiwa,Kwabwai,cycles--0.70833-34.29167.soil_weather.zip
Kenya,Kajiado,Kajiado South,Kimana,cycles--2.79167-37.54167.soil_weather.zip
Kenya,Migori,Awendo,West Sakwa,cycles--0.79167-34.54167.soil_weather.zip
Kenya,Kisii,Bomachoge Chache,Boochi/Tendere,cycles--0.79167-34.70833.soil_weather.zip
Kenya,Murang'a,Gatanga,Kakuzi/Mitubiri,cycles--0.95833-37.29167.soil_weather.zip
Kenya,Kilifi,Kilifi South,Mtepeni,cycles--3.87500-39.70833.soil_weather.zip
Kenya,Machakos,Mavoko,Kinanie,cycles--1.54167-36.95833.soil_weather.zip
Kenya,Kajiado,Kajiado Central,Purko,cycles--1.95833-36.79167.soil_weather.zip
Kenya,Makueni,Kibwezi East,Masongaleni,cycles--2.37500-38.12500.soil_weather.zip
Kenya,Machakos,Mwala,Makutano/ Mwala,cycles--1.29167-37.45833.soil_weather.zip
Kenya,Siaya,Alego Usonga,South East Alego,cycles-0.04167-34.29167.soil_weather.zip
Kenya,Kilifi,Ganze,Bamba,cycles--3.54167-39.54167.soil_weather.zip
Kenya,Kakamega,Mumias East,Malaha/Isongo/Makunga,cycles-0.29167-34.62500.soil_weather.zip
Kenya,Siaya,Gem,East Gem,cycles-0.04167-34.54167.soil_weather.zip
Kenya,Kakamega,Lurambi,Butsotso Central,cycles-0.29167-34.70833.soil_weather.zip
Kenya,Uasin Gishu,Soy,Kuinet/Kapsuswa,cycles-0.62500-35.29167.soil_weather.zip
Kenya,Garissa,Lagdera,Sabena,cycles-0.79167-39.54167.soil_weather.zip
Kenya,Trans Nzoia,Cherangany,Cherangany/Suwerwa,cycles-1.04167-35.20833.soil_weather.zip
Kenya,Elgeyo-Marakwet,Marakwet West,Sengwer,cycles-1.12500-35.20833.soil_weather.zip
Kenya,Wajir,Tarbaj,Sarman,cycles-2.45833-40.04167.soil_weather.zip
Kenya,Marsabit,Laisamis,Korr/Ngurunit,cycles-2.04167-37.70833.soil_weather.zip
Kenya,Turkana,Turkana South,Katilu,cycles-2.12500-35.45833.soil_weather.zip
Kenya,Turkana,Loima,Kotaruk/Lobei,cycles-2.45833-35.37500.soil_weather.zip
Kenya,Kakamega,Butere,Marama South,cycles-0.20833-34.45833.soil_weather.zip
Kenya,Nairobi,Langata,Mugumu-Ini,cycles--1.37500-36.87500.soil_weather.zip
Kenya,Busia,Funyula,Nangina,cycles-0.29167-34.12500.soil_weather.zip
Kenya,Wajir,Tarbaj,Wargadud,cycles-2.20833-40.54167.soil_weather.zip
Kenya,Kericho,Kipkelion West,Chilchila,cycles--0.20833-35.37500.soil_weather.zip
Kenya,Marsabit,Moyale,Obbu,cycles-3.54167-38.79167.soil_weather.zip
Kenya,Meru,Igembe North,Naathu,cycles-0.37500-37.95833.soil_weather.zip
Kenya,Nakuru,Molo,Turi,cycles--0.29167-35.70833.soil_weather.zip
Kenya,Homa Bay,Rangwe,Kagan,cycles--0.54167-34.62500.soil_weather.zip
Kenya,Trans Nzoia,Kwanza,Kwanza,cycles-1.20833-34.95833.soil_weather.zip
Kenya,Kisii,Kitutu Chache South,Nyatieko,cycles--0.62500-34.79167.soil_weather.zip
Kenya,Nyamira,Kitutu Masaba,Manga,cycles--0.62500-34.87500.soil_weather.zip
Kenya,Baringo,Tiaty,Kolowa,cycles-1.20833-35.87500.soil_weather.zip
Kenya,Machakos,Masinga,Ndithini,cycles--0.79167-37.29167.soil_weather.zip
Kenya,Baringo,Tiaty,Tirioko,cycles-1.29167-35.79167.soil_weather.zip
Kenya,Nakuru,Bahati,Dundori,cycles--0.20833-36.20833.soil_weather.zip
Kenya,Machakos,Kathiani,Mitaboni,cycles--1.37500-37.29167.soil_weather.zip
Kenya,Nyandarua,Kinangop,Murungaru,cycles--0.54167-36.45833.soil_weather.zip
Kenya,Machakos,Mwala,Masii,cycles--1.45833-37.37500.soil_weather.zip
Kenya,Migori,Rongo,East Kamagambo,cycles--0.70833-34.54167.soil_weather.zip
Kenya,Mandera,Mandera South,Kutulo,cycles-2.37500-40.95833.soil_weather.zip
Kenya,Makueni,Mbooni,Kithungo/Kitundu,cycles--1.70833-37.45833.soil_weather.zip
Kenya,Machakos,Machakos Town,Kalama,cycles--1.62500-37.37500.soil_weather.zip
Kenya,Kajiado,Kajiado Central,Matapato South,cycles--2.54167-36.87500.soil_weather.zip
Kenya,Nyandarua,Ol Jorok,Gathanji,cycles--0.04167-36.29167.soil_weather.zip
Kenya,Siaya,Bondo,North Sakwa,cycles--0.04167-34.29167.soil_weather.zip
Kenya,Kericho,Kipkelion West,Kamasian,cycles--0.12500-35.45833.soil_weather.zip
Kenya,Garissa,Fafi,Fafi,cycles--0.20833-40.37500.soil_weather.zip
Kenya,Nakuru,Nakuru Town East,Nakuru East,cycles--0.37500-36.12500.soil_weather.zip
Kenya,Tana River,Bura,Bangale,cycles--0.37500-38.70833.soil_weather.zip
Kenya,Baringo,Mogotio,Kisanana,cycles-0.12500-35.95833.soil_weather.zip
Kenya,Embu,Mbeere South,Mavuria,cycles--0.70833-37.70833.soil_weather.zip
Kenya,Kakamega,Shinyalu,Murhanda,cycles-0.29167-34.79167.soil_weather.zip
Kenya,Elgeyo-Marakwet,Keiyo South,Chepkorio,cycles-0.37500-35.54167.soil_weather.zip
Kenya,Nyeri,Nyeri Town,Kiganjo/Mathari,cycles--0.37500-36.95833.soil_weather.zip
Kenya,Makueni,Kibwezi West,Nguu/Masumba,cycles--1.95833-37.62500.soil_weather.zip
Kenya,Narok,Kilgoris,Angata Barikoi,cycles--1.29167-34.70833.soil_weather.zip
Kenya,Meru,Igembe North,Ntunene,cycles-0.37500-37.87500.soil_weather.zip
Kenya,Baringo,Baringo Central,Kabarnet,cycles-0.54167-35.62500.soil_weather.zip
Kenya,Bungoma,Sirisia,Lwandanyi,cycles-0.79167-34.37500.soil_weather.zip
Kenya,Kitui,Kitui Central,Kyangwithya East,cycles--1.29167-38.04167.soil_weather.zip
Kenya,Elgeyo-Marakwet,Keiyo South,Soy South,cycles-0.29167-35.70833.soil_weather.zip
Kenya,Kitui,Kitui Rural,Mbitini,cycles--1.45833-38.04167.soil_weather.zip
Kenya,Kajiado,Kajiado West,Iloodokilani,cycles--2.20833-36.45833.soil_weather.zip
Kenya,Kitui,Kitui South,Ikutha,cycles--2.29167-38.29167.soil_weather.zip
Kenya,Taita Taveta,Voi,Ngolia,cycles--3.12500-38.62500.soil_weather.zip
Kenya,Wajir,Eldas,Della,cycles-2.62500-39.70833.soil_weather.zip
Kenya,Turkana,Turkana North,Nakalale,cycles-3.45833-35.04167.soil_weather.zip
Kenya,Samburu,Samburu West,Loosuk,cycles-1.04167-36.62500.soil_weather.zip
Kenya,West Pokot,Pokot South,Batei,cycles-1.37500-35.29167.soil_weather.zip
Kenya,Wajir,Wajir South,Ibrahim Ure,cycles-1.62500-40.62500.soil_weather.zip
Kenya,Taita Taveta,Wundanyi,Wundanyi/Mbale,cycles--3.37500-38.37500.soil_weather.zip
Kenya,Marsabit,Saku,Marsabit Central,cycles-2.37500-37.95833.soil_weather.zip
Kenya,Vihiga,Vihiga,Central Maragoli,cycles-0.04167-34.70833.soil_weather.zip
Kenya,Nandi,Nandi Hills,Chepkunyuk,cycles-0.12500-35.20833.soil_weather.zip
Kenya,Siaya,Ugenya,Ukwala,cycles-0.20833-34.20833.soil_weather.zip
Kenya,Uasin Gishu,Kesses,Racecourse,cycles-0.45833-35.29167.soil_weather.zip
Kenya,Samburu,Samburu West,Lodokejek,cycles-0.79167-36.95833.soil_weather.zip
Kenya,Marsabit,Laisamis,Loiyangalani,cycles-2.54167-36.95833.soil_weather.zip
Kenya,Baringo,Eldama Ravine,Koibatek,cycles--0.04167-35.79167.soil_weather.zip
Kenya,Mandera,Lafey,Alango Gof,cycles-3.12500-41.04167.soil_weather.zip
Kenya,Nakuru,Subukia,Subukia,cycles--0.04167-36.20833.soil_weather.zip
Kenya,Mandera,Mandera West,Dandu,cycles-3.37500-39.87500.soil_weather.zip
Kenya,Trans Nzoia,Saboti,Kinyoro,cycles-0.95833-34.87500.soil_weather.zip
Kenya,Kisumu,Muhoroni,Masogo/Nyang'Oma,cycles--0.12500-35.04167.soil_weather.zip
Kenya,Embu,Mbeere North,Evurore,cycles--0.54167-37.70833.soil_weather.zip
Kenya,Samburu,Samburu North,Ndoto,cycles-1.79167-36.95833.soil_weather.zip
Kenya,Nyamira,West Mugirango,Bonyamatuta,cycles--0.62500-34.95833.soil_weather.zip
Kenya,Kisii,Bomachoge Chache,Bosoti/Sengera,cycles--0.87500-34.70833.soil_weather.zip
Kenya,Laikipia,Laikipia East,Ngobit,cycles-0.12500-36.70833.soil_weather.zip
Kenya,Machakos,Masinga,Muthesya,cycles--0.95833-37.37500.soil_weather.zip
Kenya,Tana River,Bura,Madogo,cycles--0.12500-39.04167.soil_weather.zip
Kenya,Elgeyo-Marakwet,Keiyo North,Kapchemutwa,cycles-0.70833-35.45833.soil_weather.zip
Kenya,Narok,Narok South,Majimoto/Naroosura,cycles--1.20833-35.70833.soil_weather.zip
Kenya,Baringo,Tiaty,Tangulbei/Korossi,cycles-0.70833-36.12500.soil_weather.zip
Kenya,Kericho,Ainamoi,Ainamoi,cycles--0.29167-35.29167.soil_weather.zip
Kenya,Kirinyaga,Gichugu,Kabare,cycles--0.29167-37.29167.soil_weather.zip
Kenya,Kajiado,Kajiado West,Magadi,cycles--1.87500-36.37500.soil_weather.zip
Kenya,Kirinyaga,Gichugu,Ngariama,cycles--0.37500-37.37500.soil_weather.zip
Kenya,Tharaka-Nithi,Chuka/Igambang'Ombe,Mugwe,cycles--0.37500-37.70833.soil_weather.zip
Kenya,Tana River,Garsen,Garsen North,cycles--2.12500-39.95833.soil_weather.zip
Kenya,Nyeri,Nyeri Town,Gatitu/Muruguru,cycles--0.45833-37.04167.soil_weather.zip
Kenya,Nyamira,Borabu,Kiabonyoru,cycles--0.54167-34.95833.soil_weather.zip
Kenya,Bungoma,Mt. Elgon,Kapkateny,cycles-0.87500-34.62500.soil_weather.zip
Kenya,Embu,Mbeere South,Makima,cycles--0.79167-37.54167.soil_weather.zip
Kenya,Kajiado,Kajiado South,Kuku,cycles--2.70833-37.70833.soil_weather.zip
Kenya,Migori,Nyatike,North Kadem,cycles--0.87500-34.29167.soil_weather.zip
Kenya,Wajir,Wajir West,Hadado/Athibohol,cycles-1.95833-39.29167.soil_weather.zip
Kenya,Elgeyo-Marakwet,Marakwet East,Kapyego,cycles-1.20833-35.54167.soil_weather.zip
Kenya,Tana River,Bura,Chewele,cycles--1.12500-39.95833.soil_weather.zip
Kenya,Kiambu,Ruiru,Kiuu,cycles--1.20833-36.95833.soil_weather.zip
Kenya,West Pokot,Kapenguria,Kapenguria,cycles-1.37500-35.12500.soil_weather.zip
Kenya,Machakos,Machakos Town,Kola,cycles--1.70833-37.29167.soil_weather.zip
Kenya,Mandera,Mandera East,Fino,cycles-3.45833-41.12500.soil_weather.zip
Kenya,Turkana,Turkana North,Kaeris,cycles-4.12500-35.62500.soil_weather.zip
Kenya,Taita Taveta,Voi,Kasigau,cycles--3.87500-38.54167.soil_weather.zip
Kenya,Nakuru,Rongai,Visoi,cycles--0.20833-35.87500.soil_weather.zip
Kenya,Kwale,Lungalunga,Pongwe/Kikoneni,cycles--4.54167-39.29167.soil_weather.zip
Kenya,Busia,Budalangi,Bunyala North,cycles-0.12500-34.04167.soil_weather.zip
Kenya,Nakuru,Rongai,Mosop,cycles--0.29167-35.95833.soil_weather.zip
Kenya,Garissa,Balambala,Sankuri,cycles--0.29167-39.70833.soil_weather.zip
Kenya,Bungoma,Kanduyi,East Sang'Alo,cycles-0.54167-34.62500.soil_weather.zip
Kenya,Machakos,unknown 7,unknown 7,cycles--1.62500-37.04167.soil_weather.zip
Kenya,Garissa,Fafi,Nanighi,cycles--0.70833-40.20833.soil_weather.zip
Kenya,Machakos,Mwala,Mbiuni,cycles--1.20833-37.37500.soil_weather.zip
Kenya,Mandera,Mandera North,Guticha,cycles-3.45833-40.45833.soil_weather.zip
Kenya,Machakos,Mwala,Kibauni,cycles--1.54167-37.62500.soil_weather.zip
Kenya,Kericho,Belgut,Chaik,cycles--0.37500-35.45833.soil_weather.zip
Kenya,Makueni,Makueni,Kitise/Kithuki,cycles--2.04167-37.87500.soil_weather.zip
Kenya,Nakuru,Gilgil,Murindati,cycles--0.37500-36.29167.soil_weather.zip
Kenya,Meru,Igembe Central,Igembe East,cycles-0.20833-38.20833.soil_weather.zip
Kenya,Kericho,Bureti,Cheboin,cycles--0.54167-35.12500.soil_weather.zip
Kenya,Nyamira,Kitutu Masaba,Gachuba,cycles--0.70833-34.87500.soil_weather.zip
Kenya,Garissa,Fafi,Dekaharia,cycles--1.04167-40.79167.soil_weather.zip
