country,admin1,admin2,admin3,filename
Uganda,Pader,Agago,Lira Palwo,cycles-2.87500-33.20833.soil_weather.zip
Uganda,Pader,Agago,Omot,cycles-2.70833-33.12500.soil_weather.zip
Uganda,Pader,Agago,Lira Palwo,cycles-2.79167-33.12500.soil_weather.zip
Uganda,Sironko,Bulambuli,Bunambutye,cycles-1.45833-34.29167.soil_weather.zip
Uganda,Hoima,Buhaguzi,Bugambe,cycles-1.45833-31.29167.soil_weather.zip
Uganda,Kumi,Ngora,Ngora,cycles-1.45833-33.79167.soil_weather.zip
Uganda,Nakasongola,Buruli,Nabiswera,cycles-1.45833-32.20833.soil_weather.zip
Uganda,Kapchorwa,Kween,Kaproron,cycles-1.45833-34.62500.soil_weather.zip
Uganda,Kumi,Ngora,Ngora,cycles-1.54167-33.70833.soil_weather.zip
Uganda,Soroti,Kasilo,Bugondo,cycles-1.54167-33.37500.soil_weather.zip
Uganda,Hoima,Bugahya,Kyabigambire,cycles-1.45833-31.45833.soil_weather.zip
Uganda,Hoima,Bugahya,Buseruka,cycles-1.54167-31.20833.soil_weather.zip
Uganda,Hoima,Bugahya,Kitoba,cycles-1.54167-31.37500.soil_weather.zip
Uganda,Soroti,Serere,Olio,cycles-1.54167-33.45833.soil_weather.zip
Uganda,Soroti,Serere,Kateta,cycles-1.45833-33.45833.soil_weather.zip
Uganda,Nakasongola,Buruli,Nabiswera,cycles-1.54167-32.20833.soil_weather.zip
Uganda,Nakasongola,Buruli,Wabinyonyi,cycles-1.45833-32.45833.soil_weather.zip
Uganda,Gulu,Kilak,Lamogi,cycles-2.79167-32.20833.soil_weather.zip
Uganda,Kasese,Busongora,Kilembe,cycles-0.29167-29.95833.soil_weather.zip
Uganda,Arua,Vurra,Ajia,cycles-2.87500-31.04167.soil_weather.zip
Uganda,Hoima,Bugahya,Kyabigambire,cycles-1.54167-31.45833.soil_weather.zip
Uganda,Kasese,Busongora,Kitswamba,cycles-0.29167-30.20833.soil_weather.zip
Uganda,Pader,Aruu,Kilak,cycles-2.79167-32.95833.soil_weather.zip
Uganda,Bugiri,Bukooli,Budhaya,cycles-0.37500-33.79167.soil_weather.zip
Uganda,Mukono,Mukono,Kyampisi,cycles-0.45833-32.79167.soil_weather.zip
Uganda,Luwero,Bamunanika,Kikyusa,cycles-0.87500-32.70833.soil_weather.zip
Uganda,Bushenyi,Ruhinda,Mitooma,cycles--0.62500-30.04167.soil_weather.zip
Uganda,Pallisa,Butebo,Butebo,cycles-1.20833-33.87500.soil_weather.zip
Uganda,Bushenyi,Ruhinda,Mutara,cycles--0.70833-30.12500.soil_weather.zip
Uganda,Masindi,Kibanda,Kiryandongo,cycles-1.87500-32.04167.soil_weather.zip
Uganda,Rakai,Kakuuto,Kasasa,cycles--0.70833-31.54167.soil_weather.zip
Uganda,Mpigi,Mawokota,Kituntu,cycles-0.04167-31.95833.soil_weather.zip
Uganda,Rukungiri,Rubabo,Nyarushanje,cycles--0.95833-30.04167.soil_weather.zip
Uganda,Rakai,Kakuuto,Kyebe,cycles--0.95833-31.70833.soil_weather.zip
Uganda,Lira,Erute,Ogur,cycles-2.45833-32.95833.soil_weather.zip
Uganda,Pader,Aruu,Laguti,cycles-3.12500-32.79167.soil_weather.zip
Uganda,Luwero,Nakaseke,Nakaseke,cycles-0.70833-32.37500.soil_weather.zip
Uganda,Mbarara,Kazo,Buremba,cycles-0.20833-30.79167.soil_weather.zip
Uganda,Masaka,Bukomansimbi,Kitanda,cycles--0.04167-31.54167.soil_weather.zip
Uganda,Mubende,Kassanda,Myanzi,cycles-0.37500-31.79167.soil_weather.zip
Uganda,Kyenjojo,Kyaka,Kyegegwa,cycles-0.45833-31.04167.soil_weather.zip
Uganda,Bugiri,Bukooli,Muterere,cycles-0.45833-33.79167.soil_weather.zip
Uganda,Kyenjojo,Mwenge,Kyarusozi,cycles-0.79167-30.54167.soil_weather.zip
Uganda,Masaka,Kalungu,Kalungu,cycles--0.20833-31.79167.soil_weather.zip
Uganda,Kayunga,Ntenjeru,Busana,cycles-0.79167-32.95833.soil_weather.zip
Uganda,Mbale,Bubulo,Butiru,cycles-0.79167-34.29167.soil_weather.zip
Uganda,Kiboga,Kiboga,Kibiga,cycles-0.87500-31.79167.soil_weather.zip
Uganda,Iganga,Busiki,Magada,cycles-0.95833-33.70833.soil_weather.zip
Uganda,Apac,Oyam,Loro,cycles-2.29167-32.62500.soil_weather.zip
Uganda,Nakapiripirit,Pian,Lorengedwat,cycles-2.29167-34.62500.soil_weather.zip
Uganda,Kitgum,Chua,Omiya Anyima,cycles-3.29167-33.12500.soil_weather.zip
Uganda,Kitgum,Chua,Labongo Layamo,cycles-3.37500-32.87500.soil_weather.zip
Uganda,Sembabule,Lwemiyaga,Ntusi,cycles-0.04167-31.20833.soil_weather.zip
Uganda,Kitgum,Lamwo,Padibe East,cycles-3.45833-32.87500.soil_weather.zip
Uganda,Kibale,Buyaga,Bwikara,cycles-0.95833-30.62500.soil_weather.zip
Uganda,Mpigi,Gomba,Maddu,cycles-0.20833-31.70833.soil_weather.zip
Uganda,Mubende,Kassanda,Kiganda,cycles-0.37500-31.62500.soil_weather.zip
Uganda,Kamwenge,Kitagwenda,Kacheche,cycles--0.04167-30.37500.soil_weather.zip
Uganda,Mayuge,Bunya,Baitambogwe,cycles-0.45833-33.29167.soil_weather.zip
Uganda,Mbarara,Ibanda,Ibanda Tc,cycles--0.12500-30.45833.soil_weather.zip
Uganda,Kabarole,Burahya,Kichwamba,cycles-0.70833-30.20833.soil_weather.zip
Uganda,Sembabule,Mawogola,Lwebitakuli,cycles--0.20833-31.45833.soil_weather.zip
Uganda,Bushenyi,Buhweju,Bihanga,cycles--0.29167-30.29167.soil_weather.zip
Uganda,Kiboga,Kiboga,Kibiga,cycles-0.87500-31.70833.soil_weather.zip
Uganda,Bushenyi,Buhweju,Burere,cycles--0.37500-30.29167.soil_weather.zip
Uganda,Pallisa,Kibuku,Kirika,cycles-0.95833-33.79167.soil_weather.zip
Uganda,Luwero,Nakaseke,Wakyato,cycles-1.04167-32.29167.soil_weather.zip
Uganda,Ntungamo,Kajara,Kibatsi,cycles--0.79167-30.12500.soil_weather.zip
Uganda,Kiboga,Kiboga,Kyankwanzi,cycles-1.12500-31.79167.soil_weather.zip
Uganda,Kiboga,Kiboga,Kyankwanzi,cycles-1.29167-31.79167.soil_weather.zip
Uganda,Mpigi,Gomba,Mpenja,cycles-0.20833-32.04167.soil_weather.zip
Uganda,Masindi,Buruli,Miirya,cycles-1.62500-31.87500.soil_weather.zip
Uganda,Masindi,Buruli,Miirya,cycles-1.70833-31.87500.soil_weather.zip
Uganda,Nebbi,Okoro,Jangokoro,cycles-2.45833-30.87500.soil_weather.zip
Uganda,Moroto,Matheniko,Katikekile,cycles-2.45833-34.79167.soil_weather.zip
Uganda,Nebbi,Okoro,Kango,cycles-2.54167-30.79167.soil_weather.zip
Uganda,Mpigi,Mawokota,Kituntu,cycles-0.04167-32.04167.soil_weather.zip
Uganda,Kamwenge,Kitagwenda,Nyabbani,cycles-0.12500-30.45833.soil_weather.zip
Uganda,Wakiso,Busiiro,Ssisa,cycles-0.21672-32.52689.soil_weather.zip
Uganda,Mpigi,Mawokota,Muduma,cycles-0.37500-32.29167.soil_weather.zip
Uganda,Luwero,Katikamu,Makulubita,cycles-0.62500-32.45833.soil_weather.zip
Uganda,Kayunga,Bbaale,Kayonza,cycles-0.87500-32.87500.soil_weather.zip
Uganda,Soroti,Serere,Kateta,cycles-1.37500-33.54167.soil_weather.zip
Uganda,Nebbi,Padyere,Kucwiny,cycles-2.54167-31.29167.soil_weather.zip
Uganda,Mukono,Mukono,Nakisunga,cycles-0.29167-32.79167.soil_weather.zip
Uganda,Moroto,Bokora,Lopei,cycles-2.54167-34.29167.soil_weather.zip
Uganda,Arua,Madi-Okollo,Rigbo,cycles-3.04167-31.45833.soil_weather.zip
Uganda,Nakapiripirit,Pokot,Karita,cycles-1.70833-34.87500.soil_weather.zip
Uganda,Katakwi,Amuria,Wera,cycles-1.87500-33.79167.soil_weather.zip
Uganda,Busia,Samia-Bugwe,Masaba,cycles-0.37500-33.95833.soil_weather.zip
Uganda,Katakwi,Usuk,Usuk,cycles-1.95833-34.04167.soil_weather.zip
Uganda,Kotido,Jie,Kacheri,cycles-3.12500-33.95833.soil_weather.zip
Uganda,Jinja,Kagoma,Budondo,cycles-0.54167-33.12500.soil_weather.zip
Uganda,Kotido,Dodoth,Loyoro,cycles-3.45833-34.20833.soil_weather.zip
Uganda,Kyenjojo,Mwenge,Kyenjojo  Tc,cycles-0.62500-30.70833.soil_weather.zip
Uganda,Yumbe,Aringa,Midigo,cycles-3.54167-31.20833.soil_weather.zip
Uganda,Luwero,Katikamu,Nyimbwa,cycles-0.62500-32.54167.soil_weather.zip
Uganda,Luwero,Bamunanika,Kamira,cycles-1.04167-32.62500.soil_weather.zip
Uganda,Kotido,Dodoth,Karenga,cycles-3.54167-33.79167.soil_weather.zip
Uganda,Kitgum,Chua,Orom,cycles-3.62500-33.54167.soil_weather.zip
Uganda,Lira,Otuke,Okwang,cycles-2.54167-33.04167.soil_weather.zip
Uganda,Sironko,Bulambuli,Masiira,cycles-1.29167-34.37500.soil_weather.zip
Uganda,Pader,Agago,Parabongo,cycles-3.04167-33.37500.soil_weather.zip
Uganda,Kapchorwa,Kongasis,Chesower,cycles-1.37500-34.70833.soil_weather.zip
Uganda,Masindi,Buruli,Karujubu,cycles-1.70833-31.70833.soil_weather.zip
Uganda,Apac,Maruzi,Ibuje,cycles-1.95833-32.37500.soil_weather.zip
Uganda,Nebbi,Okoro,Nyapea,cycles-2.45833-30.95833.soil_weather.zip
Uganda,Lira,Dokolo,Bata,cycles-2.04167-33.20833.soil_weather.zip
Uganda,Arua,Koboko,Lobule,cycles-3.45833-31.04167.soil_weather.zip
Uganda,Yumbe,Aringa,Odravu,cycles-3.37500-31.29167.soil_weather.zip
Uganda,Kotido,Labwor,Nyakwae,cycles-2.54167-33.79167.soil_weather.zip
Uganda,Moroto,Matheniko,Katikekile,cycles-2.62500-34.79167.soil_weather.zip
Uganda,Masaka,Kalungu,Bukulula,cycles--0.20833-31.87500.soil_weather.zip
Uganda,Arua,Madi-Okollo,Rigbo,cycles-3.12500-31.45833.soil_weather.zip
Uganda,Kotido,Dodoth,Sidok,cycles-3.54167-34.04167.soil_weather.zip
Uganda,Masaka,Bukoto,Buwunga,cycles--0.37500-31.79167.soil_weather.zip
Uganda,Busia,Samia-Bugwe,Busitema,cycles-0.54167-34.04167.soil_weather.zip
Uganda,Kanungu,Kinkiizi,Nyamirama,cycles--0.62500-29.79167.soil_weather.zip
Uganda,Bushenyi,Sheema,Bugongi,cycles--0.62500-30.29167.soil_weather.zip
Uganda,Mbarara,Nyabushozi,Kinoni,cycles--0.20833-31.04167.soil_weather.zip
Uganda,Mbarara,Kashari,Kagongi,cycles--0.29167-30.54167.soil_weather.zip
Uganda,Mbarara,Nyabushozi,Nyakashashara,cycles--0.45833-31.12500.soil_weather.zip
Uganda,Mbarara,Isingiro,Birere,cycles--0.70833-30.70833.soil_weather.zip
Uganda,Nebbi,Padyere,Erussi,cycles-2.37500-31.12500.soil_weather.zip
Uganda,Mbarara,Bukanga,Rugaaga,cycles--0.70833-31.12500.soil_weather.zip
Uganda,Mpigi,Mawokota,Kiringente,cycles-0.29167-32.37500.soil_weather.zip
Uganda,Ntungamo,Kajara,Ihunga,cycles--0.87500-30.20833.soil_weather.zip
Uganda,Moroto,Bokora,Ngoleriet,cycles-2.54167-34.45833.soil_weather.zip
Uganda,Rakai,Kakuuto,Kakuuto,cycles--0.87500-31.54167.soil_weather.zip
Uganda,Mbarara,Kazo,Kazo,cycles--0.04167-30.70833.soil_weather.zip
Uganda,Rakai,Kyotera,Kirumba,cycles--0.45833-31.62500.soil_weather.zip
Uganda,Mbarara,Bukanga,Kashumba,cycles--0.95833-30.95833.soil_weather.zip
Uganda,Kisoro,Kisoro,Nyabwishenya,cycles--1.12500-29.62500.soil_weather.zip
Uganda,Bushenyi,Ruhinda,Mitooma,cycles--0.62500-30.12500.soil_weather.zip
Uganda,Rakai,Kakuuto,Kakuuto,cycles--0.95833-31.45833.soil_weather.zip
Uganda,Gulu,Aswa,Awach,cycles-2.95833-32.29167.soil_weather.zip
Uganda,Mubende,Buwekula,Kiyuni,cycles-0.62500-31.29167.soil_weather.zip
Uganda,Kyenjojo,Mwenge,Kyarusozi,cycles-0.79167-30.62500.soil_weather.zip
Uganda,Iganga,Bugweri,Buyanga,cycles-0.61871-33.61405.soil_weather.zip
Uganda,Kibale,Buyaga,Rugashari,cycles-1.12500-30.87500.soil_weather.zip
Uganda,Kiboga,Kiboga,Kyankwanzi,cycles-1.12500-31.87500.soil_weather.zip
Uganda,Luwero,Bamunanika,Zirobwe,cycles-0.62500-32.70833.soil_weather.zip
Uganda,Iganga,Luuka,Bukanga,cycles-0.70833-33.37500.soil_weather.zip
Uganda,Apac,Maruzi,Ibuje,cycles-1.87500-32.37500.soil_weather.zip
Uganda,Luwero,Bamunanika,Zirobwe,cycles-0.79167-32.70833.soil_weather.zip
Uganda,Iganga,Kigulu,Nabitende,cycles-0.79167-33.45833.soil_weather.zip
Uganda,Moroto,Bokora,Iriiri,cycles-2.12500-34.37500.soil_weather.zip
Uganda,Kasese,Busongora,Kilembe,cycles-0.20833-30.04167.soil_weather.zip
Uganda,Kamuli,Bulamogi,Namwiwa,cycles-1.04167-33.54167.soil_weather.zip
Uganda,Mukono,Mukono,Nakisunga,cycles-0.29167-32.87500.soil_weather.zip
Uganda,Nakasongola,Buruli,Kakooge,cycles-1.12500-32.54167.soil_weather.zip
Uganda,Mukono,Buikwe,Buikwe,cycles-0.29167-32.95833.soil_weather.zip
Uganda,Lira,Moroto,Aloi,cycles-2.29167-33.20833.soil_weather.zip
Uganda,Kamuli,Bulamogi,Nawaikoke,cycles-1.12500-33.37500.soil_weather.zip
Uganda,Hoima,Buhaguzi,Kiziranfumbi,cycles-1.37500-31.20833.soil_weather.zip
Uganda,Mukono,Mukono,Goma,cycles-0.37617-32.72232.soil_weather.zip
Uganda,Nebbi,Padyere,Nyaravur,cycles-2.45833-31.12500.soil_weather.zip
Uganda,Kumi,Ngora,Mukura,cycles-1.62500-33.87500.soil_weather.zip
Uganda,Kayunga,Ntenjeru,Kayunga,cycles-0.70833-32.95833.soil_weather.zip
Uganda,Nebbi,Padyere,Kucwiny,cycles-2.54167-31.20833.soil_weather.zip
Uganda,Masindi,Buruli,Pakanyi,cycles-1.87500-31.79167.soil_weather.zip
Uganda,Lira,Otuke,Okwang,cycles-2.54167-33.20833.soil_weather.zip
Uganda,Masindi,Kibanda,Kiryandongo,cycles-1.87500-32.12500.soil_weather.zip
Uganda,Mubende,Buwekula,Butoloogo,cycles-0.79167-31.45833.soil_weather.zip
Uganda,Kotido,Labwor,Lotukei,cycles-2.62500-33.54167.soil_weather.zip
Uganda,Lira,Moroto,Omoro,cycles-2.29167-33.54167.soil_weather.zip
Uganda,Arua,Madi-Okollo,Rhino Camp,cycles-3.04167-31.29167.soil_weather.zip
Uganda,Gulu,Kilak,Atiak,cycles-3.29167-32.12500.soil_weather.zip
Uganda,Iganga,Kigulu,Nawandala,cycles-0.87500-33.45833.soil_weather.zip
Uganda,Kamuli,Budiope,Kagulu,cycles-1.29167-33.37500.soil_weather.zip
Uganda,Kaberamaido,Kalaki,Otuboi,cycles-1.87500-33.29167.soil_weather.zip
Uganda,Kotido,Jie,Rengen,cycles-3.04167-33.95833.soil_weather.zip
Uganda,Lira,Dokolo,Agwata,cycles-1.95833-33.04167.soil_weather.zip
Uganda,Kitgum,Lamwo,Palabek Gem,cycles-3.29167-32.70833.soil_weather.zip
Uganda,Moyo,Obongi,Aliba,cycles-3.20833-31.54167.soil_weather.zip
Uganda,Kitgum,Chua,Omiya Anyima,cycles-3.29167-33.29167.soil_weather.zip
Uganda,Kitgum,Lamwo,Madi-Opei,cycles-3.62500-33.04167.soil_weather.zip
Uganda,Kitgum,Chua,Namokora,cycles-3.29167-33.37500.soil_weather.zip
Uganda,Kitgum,Lamwo,Palabek Kal,cycles-3.45833-32.54167.soil_weather.zip
Uganda,Nebbi,Padyere,Kucwiny,cycles-2.45833-31.20833.soil_weather.zip
Uganda,Nakasongola,Buruli,Kakooge,cycles-1.12500-32.45833.soil_weather.zip
Uganda,Lira,Otuke,Olilim,cycles-2.45833-33.45833.soil_weather.zip
Uganda,Lira,Otuke,Okwang,cycles-2.54167-33.12500.soil_weather.zip
Uganda,Sembabule,Lwemiyaga,Ntusi,cycles--0.04167-31.20833.soil_weather.zip
Uganda,Nebbi,Jonam,Panyango,cycles-2.54560-31.45033.soil_weather.zip
Uganda,Moyo,West Moyo,Metu,cycles-3.62500-31.79167.soil_weather.zip
Uganda,Kisoro,Kisoro,Kirundo,cycles--1.04167-29.62500.soil_weather.zip
Uganda,Masindi,Buruli,Kimengo,cycles-1.62500-31.95833.soil_weather.zip
Uganda,Kaberamaido,Kaberamaido,Kobulubulu,cycles-1.70833-33.12500.soil_weather.zip
Uganda,Masaka,Bukomansimbi,Butenga,cycles--0.20833-31.62500.soil_weather.zip
Uganda,Sironko,Bulambuli,Muyembe,cycles-1.37500-34.29167.soil_weather.zip
Uganda,Mbale,Bungokho,Bukyiende,cycles-0.95833-34.20833.soil_weather.zip
Uganda,Masaka,Bukoto,Kyazanga,cycles--0.45833-31.29167.soil_weather.zip
Uganda,Rakai,Kooki,Lwamaggwa,cycles--0.62500-31.20833.soil_weather.zip
Uganda,Mbarara,Kazo,Rwemikoma,cycles-0.04167-30.79167.soil_weather.zip
Uganda,Mbarara,Nyabushozi,Kenshunga,cycles--0.20833-30.79167.soil_weather.zip
Uganda,Kabale,Rubanda,Ikumba,cycles--1.04167-29.79167.soil_weather.zip
Uganda,Mbarara,Kazo,Kanoni,cycles--0.04167-30.62500.soil_weather.zip
Uganda,Rakai,Kabula,Lyantonde,cycles--0.37500-31.12500.soil_weather.zip
Uganda,Masaka,Bukoto,Kyanamukaaka,cycles--0.45833-31.70833.soil_weather.zip
Uganda,Bushenyi,Sheema,Kitagata,cycles--0.70833-30.20833.soil_weather.zip
Uganda,Kayunga,Ntenjeru,Kangulumira,cycles-0.54167-33.04167.soil_weather.zip
Uganda,Luwero,Bamunanika,Bamunanika,cycles-0.79167-32.62500.soil_weather.zip
Uganda,Tororo,Bunyole,Budumba,cycles-0.79167-33.87500.soil_weather.zip
Uganda,Kayunga,Bbaale,Kayonza,cycles-1.04167-32.79167.soil_weather.zip
Uganda,Kiboga,Kiboga,Butemba,cycles-1.20833-31.62500.soil_weather.zip
Uganda,Hoima,Buhaguzi,Kabwoya,cycles-1.37500-30.95833.soil_weather.zip
Uganda,Katakwi,Usuk,Magoro,cycles-1.70833-34.12500.soil_weather.zip
Uganda,Nakapiripirit,Chekwii,Namalu,cycles-1.87500-34.62500.soil_weather.zip
Uganda,Masindi,Kibanda,Kiryandongo,cycles-1.95833-32.12500.soil_weather.zip
Uganda,Soroti,Soroti,Tubur,cycles-1.95833-33.54167.soil_weather.zip
Uganda,Lira,Erute,Lira,cycles-2.29167-32.87500.soil_weather.zip
Uganda,Kotido,Jie,Panyangara,cycles-2.95833-34.12500.soil_weather.zip
Uganda,Wakiso,Jinja,Ssabagabo-Makindye,cycles-0.28634-32.52466.soil_weather.zip
Uganda,Arua,Ayivu,Adumi,cycles-3.04167-30.79167.soil_weather.zip
Uganda,Yumbe,Aringa,Romogi,cycles-3.54167-31.29167.soil_weather.zip
Uganda,Kotido,Dodoth,Kaabong T.C.,cycles-3.54167-34.12500.soil_weather.zip
Uganda,Iganga,Kigulu,Nawandala,cycles-0.87500-33.37500.soil_weather.zip
Uganda,Kibale,Bugangaizi,Kasambya,cycles-0.95833-31.20833.soil_weather.zip
Uganda,Mbarara,Kazo,Kazo,cycles--0.12500-30.70833.soil_weather.zip
Uganda,Nakasongola,Buruli,Kakooge,cycles-1.20833-32.37500.soil_weather.zip
Uganda,Masaka,Bukomansimbi,Kibingo,cycles--0.29167-31.62500.soil_weather.zip
Uganda,Masaka,Bukoto,Malongo,cycles--0.37500-31.20833.soil_weather.zip
Uganda,Nakasongola,Buruli,Nakasongola Tc,cycles-1.29167-32.45833.soil_weather.zip
Uganda,Kasese,Busongora,Maliba,cycles-0.37500-30.04167.soil_weather.zip
Uganda,Rakai,Kooki,Ddwaniro,cycles--0.62500-31.37500.soil_weather.zip
Uganda,Apac,Kwania,Cawente,cycles-1.70792-32.61562.soil_weather.zip
Uganda,Kanungu,Kinkiizi,Kihiihi,cycles--0.70833-29.70833.soil_weather.zip
Uganda,Rakai,Kakuuto,Kitumba,cycles--0.79167-31.45833.soil_weather.zip
Uganda,Masindi,Kibanda,Masindi Port,cycles-1.70833-32.04167.soil_weather.zip
Uganda,Mubende,Kassanda,Myanzi,cycles-0.45833-31.79167.soil_weather.zip
Uganda,Kabale,Rubanda,Bubaare,cycles--1.12500-29.95833.soil_weather.zip
Uganda,Kyenjojo,Kyaka,Kyegegwa,cycles-0.54167-31.04167.soil_weather.zip
Uganda,Apac,Maruzi,Akokoro,cycles-1.70833-32.37500.soil_weather.zip
Uganda,Soroti,Soroti,Katine,cycles-1.79167-33.54167.soil_weather.zip
Uganda,Katakwi,Usuk,Ongongoja,cycles-2.12500-33.95833.soil_weather.zip
Uganda,Lira,Moroto,Abako,cycles-2.20833-33.29167.soil_weather.zip
Uganda,Sembabule,Lwemiyaga,Ntusi,cycles-0.04167-31.12500.soil_weather.zip
Uganda,Mpigi,Mawokota,Mpigi,cycles-0.20833-32.29167.soil_weather.zip
Uganda,Mpigi,Gomba,Maddu,cycles-0.29167-31.62500.soil_weather.zip
Uganda,Kasese,Busongora,Kyabarungira,cycles-0.37500-30.12500.soil_weather.zip
Uganda,Wakiso,Busiiro,Namayumba,cycles-0.54167-32.20833.soil_weather.zip
Uganda,Adjumani,East Moyo,Pakelle,cycles-3.20833-31.95833.soil_weather.zip
Uganda,Kotido,Jie,Kacheri,cycles-3.20833-33.95833.soil_weather.zip
Uganda,Luwero,Katikamu,Katikamu,cycles-0.79167-32.54167.soil_weather.zip
Uganda,Arua,Maracha,Tara,cycles-3.29167-31.04167.soil_weather.zip
Uganda,Ntungamo,Kajara,Ihunga,cycles--0.79167-30.20833.soil_weather.zip
Uganda,Luwero,Nakaseke,Ngoma,cycles-1.04167-32.04167.soil_weather.zip
Uganda,Kumi,Bukedea,Bukedea,cycles-1.29167-34.04167.soil_weather.zip
Uganda,Ntungamo,Ruhaama,Ntungamo Tc,cycles--0.87500-30.29167.soil_weather.zip
Uganda,Soroti,Soroti,Kamuda,cycles-1.70833-33.54167.soil_weather.zip
Uganda,Nakapiripirit,Chekwii,Kakomongole,cycles-1.79167-34.70833.soil_weather.zip
Uganda,Rakai,Kooki,Kyalulangira,cycles--0.87500-31.29167.soil_weather.zip
Uganda,Kanungu,Kinkiizi,Kayonza,cycles--0.95833-29.62500.soil_weather.zip
Uganda,Katakwi,Amuria,Kuju,cycles-1.95833-33.62500.soil_weather.zip
Uganda,Ntungamo,Ruhaama,Rweikiniro,cycles--1.04167-30.29167.soil_weather.zip
Uganda,Kisoro,Kisoro,Muramba,cycles--1.29167-29.62500.soil_weather.zip
Uganda,Kisoro,Kisoro,Chahi,cycles--1.29167-29.70833.soil_weather.zip
Uganda,Kabale,Ndorwa,Kamuganguzi,cycles--1.37500-29.95833.soil_weather.zip
Uganda,Kamwenge,Kibale,Kamwenge,cycles-0.20833-30.54167.soil_weather.zip
Uganda,Apac,Maruzi,Cegere,cycles-2.12500-32.54167.soil_weather.zip
Uganda,Lira,Moroto,Amugo,cycles-2.12500-33.29167.soil_weather.zip
Uganda,Masindi,Kibanda,Mutunda,cycles-2.20833-32.29167.soil_weather.zip
Uganda,Apac,Kole,Aboke,cycles-2.37500-32.70833.soil_weather.zip
Uganda,Arua,Terego,Katrini,cycles-3.12500-30.95833.soil_weather.zip
Uganda,Gulu,Kilak,Pabbo,cycles-3.29167-32.04167.soil_weather.zip
Uganda,Mukono,Buikwe,Buikwe,cycles-0.29167-33.04167.soil_weather.zip
Uganda,Bugiri,Bukooli,Buliisa,cycles-0.54167-33.87500.soil_weather.zip
Uganda,Kotido,Dodoth,Kalapata,cycles-3.70833-34.12500.soil_weather.zip
Uganda,Kayunga,Ntenjeru,Nazigo,cycles-0.62500-32.95833.soil_weather.zip
Uganda,Mpigi,Gomba,Kyegonza,cycles-0.20833-31.87500.soil_weather.zip
Uganda,Luwero,Katikamu,Butuntumula,cycles-1.04167-32.37500.soil_weather.zip
Uganda,Mukono,Nakifuma,Nagojje,cycles-0.37500-32.87500.soil_weather.zip
Uganda,Kamuli,Bulamogi,Nawaikoke,cycles-1.04167-33.37500.soil_weather.zip
Uganda,Bundibugyo,Bwamba,Nduguto,cycles-0.45833-29.95833.soil_weather.zip
Uganda,Kiboga,Kiboga,Nsambya,cycles-1.12500-31.45833.soil_weather.zip
Uganda,Mukono,Buikwe,Najjembe,cycles-0.45833-32.95833.soil_weather.zip
Uganda,Apac,Kole,Alito,cycles-2.37500-32.79167.soil_weather.zip
Uganda,Mukono,Mukono,Kyampisi,cycles-0.54167-32.70833.soil_weather.zip
Uganda,Mukono,Nakifuma,Ntunda,cycles-0.54167-32.95833.soil_weather.zip
Uganda,Iganga,Luuka,Bulongo,cycles-0.79167-33.29167.soil_weather.zip
Uganda,Kyenjojo,Mwenge,Kihuura,cycles-0.62500-30.79167.soil_weather.zip
Uganda,Kamuli,Buzaaya,Wankole,cycles-0.70833-33.20833.soil_weather.zip
Uganda,Apac,Maruzi,Akokoro,cycles-1.70833-32.12500.soil_weather.zip
Uganda,Kiboga,Kiboga,Ntwetwe,cycles-0.87500-31.62500.soil_weather.zip
Uganda,Katakwi,Usuk,Katakwi,cycles-1.87500-33.87500.soil_weather.zip
Uganda,Bushenyi,Igara,Kyeizoba,cycles--0.54167-30.29167.soil_weather.zip
Uganda,Luwero,Katikamu,Luwero,cycles-0.87500-32.45833.soil_weather.zip
Uganda,Pallisa,Butebo,Butebo,cycles-1.20833-33.95833.soil_weather.zip
Uganda,Mbarara,Bukanga,Rugaaga,cycles--0.70833-31.04167.soil_weather.zip
Uganda,Apac,Kole,Ayer,cycles-2.29167-32.79167.soil_weather.zip
Uganda,Apac,Oyam,Achaba,cycles-2.37500-32.54167.soil_weather.zip
Uganda,Kayunga,Bbaale,Galiraya,cycles-1.29167-32.87500.soil_weather.zip
Uganda,Kaberamaido,Kaberamaido,Kaberamaido,cycles-1.79167-33.29167.soil_weather.zip
Uganda,Lira,Otuke,Adwari,cycles-2.45833-33.29167.soil_weather.zip
Uganda,Katakwi,Amuria,Orungo,cycles-2.04167-33.45833.soil_weather.zip
Uganda,Arua,Madi-Okollo,Offaka,cycles-2.62500-31.04167.soil_weather.zip
Uganda,Arua,Ayivu,Oluko,cycles-3.04167-31.04167.soil_weather.zip
Uganda,Adjumani,East Moyo,Ofua,cycles-3.20833-31.70833.soil_weather.zip
Uganda,Mbarara,Bukanga,Kashumba,cycles--0.87500-30.95833.soil_weather.zip
Uganda,Nakapiripirit,Pian,Nabilatuk,cycles-2.04167-34.62500.soil_weather.zip
Uganda,Arua,Koboko,Lobule,cycles-3.37500-31.04167.soil_weather.zip
Uganda,Masindi,Kibanda,Mutunda,cycles-2.12500-32.29167.soil_weather.zip
Uganda,Lira,Otuke,Orum,cycles-2.54167-33.37500.soil_weather.zip
Uganda,Pader,Agago,Paimol,cycles-3.04167-33.54167.soil_weather.zip
Uganda,Yumbe,Aringa,Drajani,cycles-3.37500-31.12500.soil_weather.zip
Uganda,Moyo,Obongi,Itula,cycles-3.45833-31.62500.soil_weather.zip
