country,admin1,admin2,admin3,maize_fractional_area,sorghum_fractional_area,potato_fractional_area,cassava_fractional_area,millet_fractional_area,springlentil_fractional_area,maize_grain_yield,maize_pd,sorghum_grain_yield,sorghum_pd,cassava_grain_yield,cassava_pd,millet_grain_yield,millet_pd,springlentil_grain_yield,springlentil_pd,potato_grain_yield,potato_pd
Kenya,Kwale,Msambweni,Kinondo,0.000671020767185837,5.700113251805306e-05,4.863653157372028e-05,2.6390458515379574e-05,4.096548946108669e-05,1.1170708376084804e-06,3.134453829047619,15,1.9976897409523808,46,2.1717660604761906,46,1.400159838095238,74,0.9328861928571429,15,2.333125532380952,15
Kenya,Laikipia,Laikipia East,Ngobit,0.017903795465826988,0.0015208719996735456,0.0012976924190297725,0.0007041353383101523,0.001093018101528287,2.980504905281123e-05,2.8594691761904762,15,1.989592790952381,46,1.4433678323809527,46,1.3830418,74,0.5738009523809524,74,1.990762895238095,105
Kenya,Laikipia,Laikipia East,Thingithu,0.004319958854466678,0.0003669671423267573,0.0003131167031824589,0.00016989892174024135,0.000263731402810663,7.191580607468495e-06,2.2542733100000003,288,1.7294248552380953,345,1.082981038095238,196,1.21171364,15,0.5953421019047619,15,1.71565418,345
Kenya,Laikipia,Laikipia East,Tigithi,0.0044911145232617855,0.0003815062518697232,0.000325522298226133,0.00017663027392700315,0.0002741803473327309,7.4765089266293225e-06,2.3512224204761902,15,1.677955568095238,46,1.5478175523809523,74,1.137379580952381,74,0.4790266476190476,74,1.6754408,74
Kenya,Laikipia,Laikipia North,Mugogodo East,0.01132168248295784,0.0009617417817935348,0.0008206115453504026,0.0004452685243450106,0.0006911832024343313,1.884758421510924e-05,2.100431017619048,319,1.3653892780952384,319,1.5928443866666668,319,0.9409795066666667,345,0.3957323342857143,319,1.4878901714285715,345
Kenya,Laikipia,Laikipia North,Mugogodo West,0.008381635881960392,0.0007119940128177403,0.0006075127748772503,0.0003296398790553212,0.000511694757733494,1.3953190318716226e-05,1.5507644247619048,319,1.0759000971428574,345,1.3333798166666666,319,0.72431201,345,0.30386221428571425,345,1.141503762857143,345
Kenya,Laikipia,Laikipia North,Segera,0.015743004158139232,0.0013373196125030518,0.0011410751612856984,0.0006191538996063173,0.0009611028362996877,2.620790655782912e-05,2.218525720952381,15,1.6556883571428571,46,1.4981775428571429,74,1.1306114133333334,46,0.48533680952380953,74,1.653118980952381,74
Kenya,Laikipia,Laikipia North,Sosian,0.012744573876261713,0.0010826119687408207,0.000923744635656476,0.0005012291367165744,0.0007780499872751534,2.121631769114174e-05,2.26329755047619,15,1.7268205904761906,74,1.579968171904762,345,1.2280135523809523,74,0.5261980666666667,105,1.752358638095238,105
Kenya,Laikipia,Laikipia North,Umande,0.007375854067504406,0.0006265559932217003,0.0005346123944036663,0.00029008369892835617,0.0004502923402469605,1.2278832400625106e-05,1.9002412380952378,345,1.5048452404761907,15,1.163333653809524,46,1.05564612,15,0.4488564795238095,345,1.550806855714286,345
Kenya,Laikipia,Laikipia West,Githiga,0.003470960771664977,0.000294847326586023,0.0002515801170375198,0.00013650881010107696,0.00021190044935792682,5.778224931418662e-06,3.0648253714285714,15,2.0301607600000002,46,1.3817201619047617,15,1.4248268285714287,74,0.6519454571428571,105,2.071581228571428,105
Kenya,Laikipia,Laikipia West,Igwamiti,0.014038363471627235,0.0011925154831260445,0.0010175204370170832,0.0005521123530343175,0.0008570353384129702,2.3370135750155896e-05,4.1584816147619055,15,2.4898211042857143,46,1.0408455542857145,345,1.7468106233333334,46,0.8409940857142857,105,2.484653285714286,105
Kenya,Laikipia,Laikipia West,Marmanet,0.012762964703142643,0.0010841743787750602,0.0009250777075067164,0.0005019524833187461,0.0007791728712618352,2.1246936739771627e-05,2.574679464285714,15,1.943378553809524,46,1.3435674038095238,15,1.3421309809523811,74,0.6480254285714284,105,1.9809816285714283,105
Kenya,Laikipia,Laikipia West,Ol-Moran,0.017409492284059525,0.00147888227365911,0.001261864323168993,0.0006846947944723071,0.0010628409218043089,2.8982161893509332e-05,2.201808665714286,46,1.6816296857142856,74,1.517485122857143,15,1.1883237904761905,74,0.5090141619047619,105,1.7018485238095238,105
Kenya,Laikipia,Laikipia West,Rumuruti Township,0.013286697678267956,0.0011286637745797634,0.0009630385320633651,0.0005225502536632121,0.0008111463976092638,2.2118809283711013e-05,2.566555647142857,15,1.9484238504761904,46,1.35457165,15,1.3512582285714285,74,0.6612423333333333,105,1.9812070380952385,105
Kenya,Laikipia,Laikipia West,Salama,0.014336943626403809,0.0012178788892924786,0.0010391619289293883,0.0005638552247546612,0.000875263474881649,2.386719279456884e-05,2.272002084285714,46,1.5837046285714285,74,1.6362866761904762,74,1.1045164761904762,74,0.43766503809523805,74,1.5984625238095238,74
Kenya,Lamu,Lamu East,Basuba,0.00020438537467271092,1.7361902791890312e-05,1.481413983128732e-05,8.038236956053879e-06,1.2477627024054527e-05,3.4024719752778765e-07,2.2185087714285716,74,1.662244904761905,74,1.6996634399999997,46,1.163897419047619,74,0.6891055171428573,15,1.9377907761904762,46
Kenya,Lamu,Lamu East,Kiunga,0.001577296876348555,0.00013398648297879845,0.00011432469909777863,6.203323573572561e-05,9.629320265958086e-05,2.625778961373726e-06,2.870853885714286,74,1.913684019047619,105,2.1329875333333335,74,1.4236361238095239,105,0.7424511728571428,46,2.437672614761905,46
Kenya,Lamu,Lamu West,Bahari,0.0005337583133950831,4.534111576504074e-05,3.8687554479110986e-05,2.0992090867366642e-05,3.258568904129788e-05,8.885654096957294e-07,2.8658471619047616,74,2.094381838095238,74,2.259252472857143,46,1.5152067904761903,74,0.8800625923809523,15,2.3165983514285715,46
Kenya,Lamu,Lamu West,Hindi,2.877791484934278e-05,2.4445946564810583e-06,2.08586379812914e-06,1.131801582232583e-06,1.7568776229381908e-06,4.790756236161542e-08,2.4960732266666668,46,1.6476707999999998,74,1.7913622447619049,46,1.2011073428571428,74,0.781587050952381,15,2.0736357966666668,15
Kenya,Lamu,Lamu West,Hongwe,0.001008523628115654,8.567095937905833e-05,7.309921056730673e-05,3.966405347455293e-05,6.156988092698157e-05,1.6789232404335053e-06,2.5896894571428577,74,1.8439780476190477,74,1.9277688923809524,46,1.294001380952381,74,0.8788457228571428,15,2.199825479047619,46
Kenya,Lamu,Lamu West,Mkunumbi,0.00011946256563533098,1.0147974535357209e-05,8.658815204398708e-06,4.69832275484805e-06,7.293131602637004e-06,1.9887333735368887e-07,2.3132498361904763,46,1.5378808571428575,74,1.6733454852380951,46,1.1160927142857144,74,0.6912627299999998,15,1.8972718776190476,15
Kenya,Lamu,Lamu West,Witu,0.0009605988743714988,8.159988647093996e-05,6.962555926293135e-05,3.777922756853514e-05,5.864409104106017e-05,1.599141114638769e-06,2.1410389561904757,46,1.5511638095238094,74,1.6518988976190478,46,1.1122464380952382,74,0.6874591004761905,15,1.8599793866666665,46
Kenya,Machakos,Kangundo,Kangundo East,0.005378206260502338,0.00045686194789595897,0.0003898199647665024,0.0002115185343427584,0.00032833687146194285,8.953279575507622e-06,2.68480044,288,1.864804600952381,288,1.870675038095238,319,1.3499556742857144,345,0.7466288938095238,345,2.1311946104761903,345
Kenya,Machakos,Kangundo,Kangundo North,0.008155138231813908,0.0006927537615410984,0.0005910959444008768,0.0003207320405635983,0.0004978672368451953,1.3576132914749905e-05,3.10396507,288,1.940209090952381,288,1.9797049485714286,319,1.4156959261904765,345,0.8066053290476193,319,2.248381986190476,345
Kenya,Machakos,Kathiani,Mitaboni,0.004506133031100036,0.00038278207648545504,0.0003266108979005366,0.00017722095071803776,0.00027509723440743983,7.5015109359810594e-06,2.53763463,288,1.88379012,288,1.8437968057142857,319,1.3666037404761906,319,0.8368397628571429,319,2.196268332380952,345
